system:index,date,site,u_component_of_wind_10m,v_component_of_wind_10m,wind_speed,.geo,temp_c,pressure_pa,met_rain_mm
20240507_0000000000000000002a,2024-05-07,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",-0.4603856404622395,0.4878514607747395,0.6707860953566895,"{""type"":""Point"",""coordinates"":[-77.02052302450933,38.924906630563015]}",20.508778508504236,100159.44970703124,10.7785224914209
20240507_0000000000000000002b,2024-05-07,NCore - North Cheyenne Soccer Complex,11.062604268391928,-1.1643295288085938,11.123707855328588,"{""type"":""Point"",""coordinates"":[-104.77241175488882,41.18113595888872]}",6.425770696004236,79631.90804036458,0.2961814403192875
20240507_0000000000000000002c,2024-05-07,PIKE AVE AT RIVER ROAD,1.3290023803710938,3.6119562784830728,3.848697894704821,"{""type"":""Point"",""coordinates"":[-92.28630899019394,34.761394926849015]}",25.00283775329592,99262.69970703124,1.5024304389612
20240507_0000000000000000002d,2024-05-07,"Piney Run, Frostburg Reservoir, Finzel",0.5361150105794271,0.2852147420247395,0.6072616846441228,"{""type"":""Point"",""coordinates"":[-79.0037929409494,39.7062303171478]}",16.32217369079592,92673.94970703124,6.550914049114399
20240507_0000000000000000002e,2024-05-07,Queens College   65-30 Kissena Blvd  Parking Lot#6,0.5027898152669271,-0.6190414428710938,0.7975022923654053,"{""type"":""Point"",""coordinates"":[-73.82028862586597,40.73694260744972]}",18.399647649129236,100592.32470703124,0.0019133090631839882
20240507_0000000000000000002f,2024-05-07,SE LAFAYETTE/5824 SE LAFAYETTE,1.1778793334960938,1.2100194295247395,1.6886523455420237,"{""type"":""Point"",""coordinates"":[-122.60297900539337,45.49678773144525]}",8.018869654337607,100851.40804036458,6.6513478755609
20240508_00000000000000000000,2024-05-08,"1029 ETHEL ST, CALEXICO HIGH SCHOOL",2.016885757446289,-1.592812697092692,2.5699961958355866,"{""type"":""Point"",""coordinates"":[-115.4871589216076,32.677059485032586]}",25.606245930989644,100702.96875,0.0008583068797918258
20240508_00000000000000000001,2024-05-08,1061-A Leesville Ave,0.001382827758789,4.169353644053142,4.169353873370767,"{""type"":""Point"",""coordinates"":[-91.17921675794754,30.462246287291286]}",27.19348551432296,100649.05208333331,0.23674368857840025
20240508_00000000000000000002,2024-05-08,1100 21st Street,1.3628737131754558,-2.4585556983947754,2.81103555299005,"{""type"":""Point"",""coordinates"":[-122.28293594548441,37.81489814622768]}",15.946008300781273,99783.67708333331,0.0008583068797918258
20240508_00000000000000000003,2024-05-08,1130 EASTWAY DRIVE,2.2082513173421225,1.149924119313558,2.4897187312470224,"{""type"":""Point"",""coordinates"":[-80.77890756111357,35.241064886269236]}",23.77478434244796,98493.80208333331,1.3536751270244
